AÑO,MES,PAISDESTINO,REGIONORIGEN,PUNTODECONTROL,ADUANA,MONTOFOB(US$),PESOTONELADAS,REGIONSALIDA,VIATRANSPORTE,PUERTOEMBARQUE,MONTOFOB
2022,Febrero,Reino Unido,,,San Antonio,396959.94,121.3632,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Febrero,Reino Unido,,,Valparaíso,-730.32,1.41,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Reino Unido,,,Valparaíso,6818.91,3.312,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Reino Unido,,,Valparaíso,22414.81,31.71,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Reino Unido,,,Valparaíso,38640.52,18.768,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Reino Unido,,,Valparaíso,64274.55,21.606,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Reino Unido,,,Valparaíso,79186.0,20.976,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Reino Unido,,,Valparaíso,80844.19,20.648,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Reino Unido,,,Valparaíso,91670.0,23.2,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Reino Unido,,,Valparaíso,138471.85,48.8968,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Reino Unido,,,Valparaíso,182254.76,62.25,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Reino Unido,,,Valparaíso,237893.64,83.5536,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Reino Unido,,,Valparaíso,253250.0,69.6,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Reino Unido,,,Valparaíso,345969.83,99.456,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Reino Unido,,,Valparaíso,429673.83,147.2236,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,República Dominicana,,,San Antonio,4353.37,1.104,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Febrero,República Dominicana,,,San Antonio,10969.21,1.842,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Febrero,Rusia,,,San Antonio,169723.9,9.216,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Febrero,Rusia,,,Valparaíso,6245.65,3.468,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Rusia,,,Valparaíso,83161.91,11.6928,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Rusia,,,Valparaíso,83836.76,9.936,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Singapur,,,Valparaíso,102.74,0.0285,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Singapur,,,Valparaíso,49470.77,21.0267,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Singapur,,,Valparaíso,57490.06,21.344,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Singapur,,,Valparaíso,75516.19,20.9475,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Tailandia,,,Valparaíso,78956.05,22.08,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Tailandia,,,Valparaíso,124204.0,17.632,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Tailandia,,,Valparaíso,256664.0,44.64,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Tailandia,,,Valparaíso,306062.08,62.9604,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Taiwán (Formosa),,,San Antonio,124.86,0.029,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Febrero,Taiwán (Formosa),,,San Antonio,3231.37,0.8648,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Febrero,Taiwán (Formosa),,,San Antonio,7103.06,1.698,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Febrero,Taiwán (Formosa),,,San Antonio,13089.2,5.7365,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Febrero,Taiwán (Formosa),,,San Antonio,22255.32,9.2336,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Febrero,Taiwán (Formosa),,,San Antonio,29082.38,9.108,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Febrero,Taiwán (Formosa),,,San Antonio,41577.59,21.711,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Febrero,Taiwán (Formosa),,,San Antonio,89977.87,46.308,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Febrero,Taiwán (Formosa),,,San Antonio,92706.77,43.424,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Febrero,Taiwán (Formosa),,,San Antonio,125510.0,21.344,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Febrero,Taiwán (Formosa),,,San Antonio,128250.96,27.607,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Febrero,Taiwán (Formosa),,,San Antonio,129673.36,39.648,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Febrero,Taiwán (Formosa),,,San Antonio,239649.64,48.701,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Febrero,Taiwán (Formosa),,,San Antonio,316118.96,84.473,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Febrero,Taiwán (Formosa),,,Valparaíso,-22.21,0.7784,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Taiwán (Formosa),,,Valparaíso,1512.56,19.8296,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Taiwán (Formosa),,,Valparaíso,3367.88,1.84,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Taiwán (Formosa),,,Valparaíso,18558.24,21.2336,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Taiwán (Formosa),,,Valparaíso,38168.65,10.12,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Taiwán (Formosa),,,Valparaíso,56154.04,18.56,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Taiwán (Formosa),,,Valparaíso,59237.02,22.104,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Taiwán (Formosa),,,Valparaíso,63989.76,40.2592,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Taiwán (Formosa),,,Valparaíso,80225.22,37.1722,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Taiwán (Formosa),,,Valparaíso,91779.98,39.846,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Taiwán (Formosa),,,Valparaíso,94677.2,21.443,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Taiwán (Formosa),,,Valparaíso,100320.0,20.064,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Taiwán (Formosa),,,Valparaíso,169341.09,41.838,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Taiwán (Formosa),,,Valparaíso,170670.4,43.3934,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Taiwán (Formosa),,,Valparaíso,208294.75,43.3074,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Taiwán (Formosa),,,Valparaíso,223200.0,41.76,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Taiwán (Formosa),,,Valparaíso,337702.0,44.544,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Taiwán (Formosa),,,Valparaíso,348522.73,126.876,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Taiwán (Formosa),,,Valparaíso,441630.42,172.9862,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Taiwán (Formosa),,,Valparaíso,628272.0,86.7944,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Taiwán (Formosa),,,Valparaíso,732034.84,211.63834,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Vietnam,,,San Antonio,304560.0,34.736,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Febrero,Vietnam,,,Valparaíso,105378.32,17.632,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Vietnam,,,Valparaíso,120323.79,23.12,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Vietnam,,,Valparaíso,121330.97,22.176,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Vietnam,,,Valparaíso,134293.0,21.0024,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Vietnam,,,Valparaíso,146181.1,20.9888,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Febrero,Vietnam,,,Valparaíso,523440.89,104.5692,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Marzo,Estados Unidos de América,,,Chañaral,107657.01,19.3536,Atacama,"Marítima, Fluvial y Lacustre",Caldera,
2022,Marzo,Reino Unido,,,Coyhaique,0.0,20.792,Aysén del General C. Ibañez del Campo,Carretero/Terrestre,Chile Chico,
2022,Marzo,Reino Unido,,,Coyhaique,0.0,39.324,Aysén del General C. Ibañez del Campo,Carretero/Terrestre,Chile Chico,
2022,Marzo,Australia,,,Talcahuano,106797.6,35.672,Biobío,"Marítima, Fluvial y Lacustre",San Vicente,
2022,Marzo,Canadá,,,Talcahuano,322200.99,124.37965,Biobío,"Marítima, Fluvial y Lacustre",Coronel,
2022,Marzo,Estados Unidos de América,,,Talcahuano,11947.64,3.213,Biobío,"Marítima, Fluvial y Lacustre",Coronel,
2022,Marzo,Estados Unidos de América,,,Talcahuano,33810.77,9.69022,Biobío,"Marítima, Fluvial y Lacustre",Coronel,
2022,Marzo,Estados Unidos de América,,,Talcahuano,49146.27,15.652,Biobío,"Marítima, Fluvial y Lacustre",Coronel,
2022,Marzo,Estados Unidos de América,,,Talcahuano,66505.15,23.8459,Biobío,"Marítima, Fluvial y Lacustre",Coronel,
2022,Marzo,Estados Unidos de América,,,Talcahuano,141446.86,50.3016,Biobío,"Marítima, Fluvial y Lacustre",Coronel,
2022,Marzo,Estados Unidos de América,,,Talcahuano,83932.82,39.7996,Biobío,"Marítima, Fluvial y Lacustre",San Vicente,
2022,Marzo,Estados Unidos de América,,,Talcahuano,130583.72,49.25801,Biobío,"Marítima, Fluvial y Lacustre",San Vicente,
2022,Marzo,Estados Unidos de América,,,Talcahuano,342940.65,104.82501,Biobío,"Marítima, Fluvial y Lacustre",San Vicente,
2022,Marzo,Japón,,,Talcahuano,109650.0,11.4,Biobío,"Marítima, Fluvial y Lacustre",Coronel,
2022,Marzo,Nueva Zelandia,,,Talcahuano,33770.1,11.8316,Biobío,"Marítima, Fluvial y Lacustre",San Vicente,
2022,Marzo,Estados Unidos de América,,,Coquimbo,4201.19,0.96025,Coquimbo,"Marítima, Fluvial y Lacustre",Coquimbo,
2022,Marzo,Estados Unidos de América,,,Coquimbo,43386.4,16.8914,Coquimbo,"Marítima, Fluvial y Lacustre",Coquimbo,
2022,Marzo,Estados Unidos de América,,,Coquimbo,88375.92,20.19975,Coquimbo,"Marítima, Fluvial y Lacustre",Coquimbo,
2022,Marzo,Estados Unidos de América,,,Coquimbo,168680.36,64.7512,Coquimbo,"Marítima, Fluvial y Lacustre",Coquimbo,
2022,Marzo,Argentina,,,Talcahuano,66431.0,48.384,La Araucanía,Carretero/Terrestre,Pino Hachado (Liucura),
2022,Marzo,Canadá,,,Metropolitana,1.0,0.0083,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,China,,,Metropolitana,483769.27,47.94772,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,China,,,Metropolitana,-9374.79,14.744,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,China,,,Metropolitana,0.0,10.793,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,China,,,Metropolitana,1215.0,0.1845,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,China,,,Metropolitana,10072.98,1.85541,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,China,,,Metropolitana,29085.58,14.143,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,China,,,Metropolitana,35391.86,9.945,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,China,,,Metropolitana,41526.2,6.65159,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,China,,,Metropolitana,47882.24,9.979,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,China,,,Metropolitana,57892.4,17.15,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,China,,,Metropolitana,84256.69,33.15,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Colombia,,,Metropolitana,6597.31,2.393,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Corea del Sur,,,Metropolitana,21892.8,2.747,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,El Salvador,,,Metropolitana,2797.95,0.537,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Emiratos Árabes Unidos,,,Metropolitana,8077.0,2.829,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,España,,,Metropolitana,22004.87,10.836,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,España,,,Metropolitana,6585.81,0.698,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,España,,,Metropolitana,12841.71,4.795,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Estados Unidos de América,,,Metropolitana,92160.88,20.58514,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Estados Unidos de América,,,Metropolitana,21.53,0.00585,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Estados Unidos de América,,,Metropolitana,690.0,0.17303,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Estados Unidos de América,,,Metropolitana,1215.0,0.20205,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Estados Unidos de América,,,Metropolitana,5486.0,1.44,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Estados Unidos de América,,,Metropolitana,7169.45,1.79886,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Estados Unidos de América,,,Metropolitana,10146.65,3.636,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Estados Unidos de América,,,Metropolitana,23774.68,4.337,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Estados Unidos de América,,,Metropolitana,29670.0,7.43997,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Estados Unidos de América,,,Metropolitana,33894.4,5.586,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Estados Unidos de América,,,Metropolitana,43899.67,11.93315,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Estados Unidos de América,,,Metropolitana,60212.71,15.1418,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Estados Unidos de América,,,Metropolitana,76759.55,19.20281,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Estados Unidos de América,,,Metropolitana,81080.0,16.047,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Estados Unidos de América,,,Metropolitana,118450.52,19.841,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Estados Unidos de América,,,Metropolitana,125368.29,31.7062,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Filipinas,,,Metropolitana,9930.1,1.421,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Francia,,,Metropolitana,12593.68,1.408,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Guatemala,,,Metropolitana,2864.8,0.692,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Hong Kong (Región administrativa especial de China),,,Metropolitana,0.0,0.711,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,India,,,Metropolitana,4480.0,0.677,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,India,,,Metropolitana,26870.36,3.536,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,India,,,Metropolitana,36123.2,5.288,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,India,,,Metropolitana,38607.0,6.14,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,India,,,Metropolitana,39600.0,7.086,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,India,,,Metropolitana,116282.92,12.981,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Japón,,,Metropolitana,21702.8,3.334,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Japón,,,Metropolitana,30905.65,2.753,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Países Bajos,,,Metropolitana,7852.48,6.8964,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Países Bajos,,,Metropolitana,2996.4,0.699,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Países Bajos,,,Metropolitana,53309.2,6.48,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Países Bajos,,,Metropolitana,82932.2,10.08,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Panamá,,,Metropolitana,2352.36,0.692,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Reino Unido,,,Metropolitana,7894.8,2.7132,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Rusia,,,Metropolitana,3802.9,0.729,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Rusia,,,Metropolitana,8202.41,1.363,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Rusia,,,Metropolitana,12939.9,2.723,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Rusia,,,Metropolitana,23790.0,4.25,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Rusia,,,Metropolitana,29968.4,2.76,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Tailandia,,,Metropolitana,-1559.36,1.301,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Tailandia,,,Metropolitana,22508.0,13.857,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Taiwán (Formosa),,,Metropolitana,11828.6,1.377,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Taiwán (Formosa),,,Metropolitana,14600.0,2.717,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Venezuela,,,Metropolitana,2160.0,0.684,Metropolitana,Aéreo,Aerop. A. Merino Benítez,
2022,Marzo,Brasil,,,Los Andes,1200.0,1.392,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),
2022,Marzo,Brasil,,,Los Andes,4200.0,5.033,Valparaíso,Carretero/Terrestre,Cristo Redentor (Los Libertadores),
2022,Marzo,Canadá,,,Valparaíso,353298.94,124.22382,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Marzo,China,,,San Antonio,-23451.6,13.7028,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Marzo,China,,,San Antonio,-38.21,0.114,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Marzo,China,,,San Antonio,5000.0,10.24,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Marzo,China,,,San Antonio,15000.0,1.2064,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Marzo,China,,,San Antonio,22145.07,19.9346,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Marzo,China,,,San Antonio,28865.59,25.57014,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Marzo,China,,,San Antonio,46244.75,21.2448,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Marzo,China,,,San Antonio,55388.59,21.344,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Marzo,China,,,San Antonio,63027.21,41.55087,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Marzo,China,,,San Antonio,70000.0,7.4704,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Marzo,China,,,San Antonio,71980.2,20.1376,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Marzo,China,,,San Antonio,72164.46,21.712,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Marzo,China,,,San Antonio,86026.81,13.8736,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Marzo,China,,,San Antonio,114291.43,37.867,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Marzo,China,,,San Antonio,134678.91,100.86486,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Marzo,China,,,San Antonio,148724.53,88.2624,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Marzo,China,,,San Antonio,160856.36,69.6,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Marzo,China,,,San Antonio,238059.49,82.91955,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Marzo,China,,,San Antonio,298788.73,153.53,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Marzo,China,,,San Antonio,307563.87,85.1844,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Marzo,China,,,San Antonio,354764.0,83.184,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Marzo,China,,,San Antonio,423114.48,136.38232,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Marzo,China,,,San Antonio,476457.85,102.65953,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Marzo,China,,,San Antonio,528713.42,160.32,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Marzo,China,,,San Antonio,664250.43,275.38354,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Marzo,China,,,San Antonio,806167.29,355.85822,Valparaíso,"Marítima, Fluvial y Lacustre",San Antonio,
2022,Marzo,China,,,Valparaíso,-29101.8,20.976,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Marzo,China,,,Valparaíso,-25530.06,42.0744,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Marzo,China,,,Valparaíso,-21705.89,21.04428,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Marzo,China,,,Valparaíso,-10540.58,18.8667,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Marzo,China,,,Valparaíso,-6472.0,19.152,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Marzo,China,,,Valparaíso,-5.9,0.00572,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Marzo,China,,,Valparaíso,1331.7,23.53326,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Marzo,China,,,Valparaíso,1796.15,0.793,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Marzo,China,,,Valparaíso,4195.03,4.4174,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Marzo,China,,,Valparaíso,5585.0,6.1713,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Marzo,China,,,Valparaíso,13970.16,10.152,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Marzo,China,,,Valparaíso,19192.14,11.26429,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Marzo,China,,,Valparaíso,27510.0,10.5594,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Marzo,China,,,Valparaíso,44653.98,32.0444,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Marzo,China,,,Valparaíso,45871.84,42.4536,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Marzo,China,,,Valparaíso,50801.35,82.112,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Marzo,China,,,Valparaíso,51214.51,64.93916,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Marzo,China,,,Valparaíso,51823.4,21.32928,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Marzo,China,,,Valparaíso,54980.42,22.2928,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Marzo,China,,,Valparaíso,64358.41,39.91374,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Marzo,China,,,Valparaíso,109644.79,41.796,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Marzo,China,,,Valparaíso,112842.31,103.17932,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Marzo,China,,,Valparaíso,138435.0,52.6053,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Marzo,China,,,Valparaíso,140780.59,63.23128,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Marzo,China,,,Valparaíso,146490.54,115.679,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Marzo,China,,,Valparaíso,179064.5,46.312,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Marzo,China,,,Valparaíso,184964.38,104.9418,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Marzo,China,,,Valparaíso,200289.59,93.54,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Marzo,China,,,Valparaíso,258811.58,74.56602,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Marzo,China,,,Valparaíso,268626.03,62.596,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Marzo,China,,,Valparaíso,293971.64,104.53028,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Marzo,China,,,Valparaíso,308702.49,220.42071,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Marzo,China,,,Valparaíso,324296.68,142.4213,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Marzo,China,,,Valparaíso,358783.88,244.3657,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
2022,Marzo,China,,,Valparaíso,360564.28,153.6,Valparaíso,"Marítima, Fluvial y Lacustre",Valparaíso,
